,datas_tb2,saldo atual_tb2,estoque minimo_tb2,corrigido_tb2,data corrigida_tb2,entradas_tb2,produto,grupo
1616,2023-06-08,-337.24,88.6725,407.61,2023-06-06,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1617,2023-06-09,-354.97,88.6725,389.88,2023-06-07,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1618,2023-06-12,-372.71,88.6725,372.14,2023-06-08,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1619,2023-06-13,-390.44,88.6725,354.41,2023-06-09,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1620,2023-06-14,-408.18,88.6725,336.67,2023-06-12,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1621,2023-06-15,-425.91,88.6725,318.94,2023-06-13,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1622,2023-06-16,-443.65,88.6725,301.2,2023-06-14,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1623,2023-06-19,-461.38,88.6725,283.47,2023-06-15,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1624,2023-06-20,-479.11,88.6725,265.73,2023-06-16,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1625,2023-06-21,-496.85,88.6725,248.0,2023-06-19,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1626,2023-06-22,-514.58,88.6725,230.27,2023-06-20,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1627,2023-06-23,-532.32,88.6725,212.53,2023-06-21,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1628,2023-06-26,-550.05,88.6725,194.8,2023-06-22,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1629,2023-06-27,-567.79,88.6725,177.06,2023-06-23,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1630,2023-06-28,-585.52,88.6725,159.33,2023-06-26,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1631,2023-06-29,-603.26,88.6725,141.59,2023-06-27,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1632,2023-06-30,-620.99,88.6725,123.86,2023-06-28,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1633,2023-07-03,-638.73,88.6725,106.12,2023-06-29,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1634,2023-07-04,-656.46,88.6725,460.81,2023-06-29,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1635,2023-07-05,-674.19,88.6725,443.08,2023-06-30,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1636,2023-07-06,-691.93,88.6725,425.34,2023-07-03,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1637,2023-07-07,-709.66,88.6725,407.61,2023-07-04,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1638,2023-07-10,-727.4,88.6725,389.88,2023-07-05,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1639,2023-07-11,-745.13,88.6725,372.14,2023-07-06,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1640,2023-07-12,-762.87,88.6725,354.41,2023-07-07,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1641,2023-07-13,-780.6,88.6725,336.67,2023-07-10,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1642,2023-07-14,-798.34,88.6725,318.94,2023-07-11,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1643,2023-07-17,-816.07,88.6725,301.2,2023-07-12,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1644,2023-07-18,-833.8,88.6725,283.47,2023-07-13,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1645,2023-07-19,-851.54,88.6725,265.73,2023-07-14,,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",Aços
1646,2023-04-20,261.12,15.1775,261.12,2023-04-20,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1647,2023-04-24,258.08,15.1775,258.08,2023-04-24,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1648,2023-04-25,255.05,15.1775,255.05,2023-04-25,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1649,2023-04-26,252.01,15.1775,252.01,2023-04-26,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1650,2023-04-27,248.98,15.1775,248.98,2023-04-27,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1651,2023-04-28,245.94,15.1775,245.94,2023-04-28,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1652,2023-05-02,242.91,15.1775,242.91,2023-05-02,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1653,2023-05-03,239.87,15.1775,239.87,2023-05-03,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1654,2023-05-04,236.84,15.1775,236.84,2023-05-04,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1655,2023-05-05,233.8,15.1775,233.8,2023-05-05,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1656,2023-05-08,230.77,15.1775,230.77,2023-05-08,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1657,2023-05-09,227.73,15.1775,227.73,2023-05-09,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1658,2023-05-10,224.69,15.1775,224.69,2023-05-10,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1659,2023-05-11,221.66,15.1775,221.66,2023-05-11,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1660,2023-05-12,218.62,15.1775,218.62,2023-05-12,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1661,2023-05-15,215.59,15.1775,215.59,2023-05-15,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1662,2023-05-16,212.55,15.1775,212.55,2023-05-16,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1663,2023-05-17,209.52,15.1775,209.52,2023-05-17,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1664,2023-05-18,206.48,15.1775,206.48,2023-05-18,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1665,2023-05-19,203.45,15.1775,203.45,2023-05-19,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1666,2023-05-22,200.41,15.1775,200.41,2023-05-22,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1667,2023-05-23,197.37,15.1775,197.37,2023-05-23,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1668,2023-05-24,194.34,15.1775,194.34,2023-05-24,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1669,2023-05-25,191.3,15.1775,191.3,2023-05-25,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1670,2023-05-26,188.27,15.1775,188.27,2023-05-26,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1671,2023-05-29,185.23,15.1775,185.23,2023-05-29,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1672,2023-05-30,182.2,15.1775,182.2,2023-05-30,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1673,2023-05-31,179.16,15.1775,179.16,2023-05-31,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1674,2023-06-01,176.13,15.1775,176.13,2023-06-01,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1675,2023-06-02,173.09,15.1775,173.09,2023-06-02,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1676,2023-06-05,170.06,15.1775,170.06,2023-06-05,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1677,2023-06-06,167.02,15.1775,167.02,2023-06-06,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1678,2023-06-07,163.98,15.1775,163.98,2023-06-07,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1679,2023-06-08,160.95,15.1775,160.95,2023-06-08,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1680,2023-06-09,157.91,15.1775,157.91,2023-06-09,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1681,2023-06-12,154.88,15.1775,154.88,2023-06-12,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1682,2023-06-13,151.84,15.1775,151.84,2023-06-13,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1683,2023-06-14,148.81,15.1775,148.81,2023-06-14,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1684,2023-06-15,145.77,15.1775,145.77,2023-06-15,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1685,2023-06-16,142.74,15.1775,142.74,2023-06-16,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1686,2023-06-19,139.7,15.1775,139.7,2023-06-19,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1687,2023-06-20,136.66,15.1775,136.66,2023-06-20,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1688,2023-06-21,133.63,15.1775,133.63,2023-06-21,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1689,2023-06-22,130.59,15.1775,130.59,2023-06-22,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1690,2023-06-23,127.56,15.1775,127.56,2023-06-23,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1691,2023-06-26,124.52,15.1775,124.52,2023-06-26,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1692,2023-06-27,121.49,15.1775,121.49,2023-06-27,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1693,2023-06-28,118.45,15.1775,118.45,2023-06-28,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1694,2023-06-29,115.42,15.1775,115.42,2023-06-29,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1695,2023-06-30,112.38,15.1775,112.38,2023-06-30,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1696,2023-07-03,109.34,15.1775,109.34,2023-07-03,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1697,2023-07-04,106.31,15.1775,106.31,2023-07-04,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1698,2023-07-05,103.27,15.1775,103.27,2023-07-05,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1699,2023-07-06,100.24,15.1775,100.24,2023-07-06,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1700,2023-07-07,97.2,15.1775,97.2,2023-07-07,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1701,2023-07-10,94.17,15.1775,94.17,2023-07-10,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1702,2023-07-11,91.13,15.1775,91.13,2023-07-11,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1703,2023-07-12,88.1,15.1775,88.1,2023-07-12,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1704,2023-07-13,85.06,15.1775,85.06,2023-07-13,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1705,2023-07-14,82.03,15.1775,82.03,2023-07-14,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1706,2023-07-17,78.99,15.1775,78.99,2023-07-17,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1707,2023-07-18,75.95,15.1775,75.95,2023-07-18,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1708,2023-07-19,72.92,15.1775,72.92,2023-07-19,,134625 - TUBO MECANICO  40 X  20  ST-52,Tubos
1709,2023-04-20,127.4,21.1325,127.4,2023-04-20,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1710,2023-04-24,123.17,21.1325,123.17,2023-04-24,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1711,2023-04-25,118.95,21.1325,118.95,2023-04-25,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1712,2023-04-26,114.72,21.1325,114.72,2023-04-26,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1713,2023-04-27,110.49,21.1325,110.49,2023-04-27,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1714,2023-04-28,106.27,21.1325,106.27,2023-04-28,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1715,2023-05-02,102.04,21.1325,102.04,2023-05-02,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1716,2023-05-03,97.81,21.1325,97.81,2023-05-03,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1717,2023-05-04,93.59,21.1325,93.59,2023-05-04,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1718,2023-05-05,89.36,21.1325,89.36,2023-05-05,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1719,2023-05-08,85.14,21.1325,85.14,2023-05-08,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1720,2023-05-09,80.91,21.1325,80.91,2023-05-09,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1721,2023-05-10,76.68,21.1325,76.68,2023-05-10,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1722,2023-05-11,72.46,21.1325,72.46,2023-05-11,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1723,2023-05-12,68.23,21.1325,68.23,2023-05-12,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1724,2023-05-15,64.0,21.1325,64.0,2023-05-15,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1725,2023-05-16,59.78,21.1325,59.78,2023-05-16,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1726,2023-05-17,55.55,21.1325,55.55,2023-05-17,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1727,2023-05-18,51.32,21.1325,51.32,2023-05-18,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1728,2023-05-19,47.1,21.1325,47.1,2023-05-19,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1729,2023-05-22,42.87,21.1325,42.87,2023-05-22,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1730,2023-05-23,38.64,21.1325,38.64,2023-05-23,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1731,2023-05-24,34.42,21.1325,34.42,2023-05-24,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1732,2023-05-25,30.19,21.1325,30.19,2023-05-25,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1733,2023-05-26,25.96,21.1325,25.96,2023-05-26,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1734,2023-05-29,21.74,21.1325,21.74,2023-05-29,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1735,2023-05-30,17.51,21.1325,106.27,2023-05-29,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1736,2023-05-31,13.28,21.1325,102.04,2023-05-30,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1737,2023-06-01,9.06,21.1325,97.81,2023-05-31,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1738,2023-06-02,4.83,21.1325,93.59,2023-06-01,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1739,2023-06-05,0.6,21.1325,89.36,2023-06-02,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1740,2023-06-06,-3.62,21.1325,85.14,2023-06-05,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1741,2023-06-07,-7.85,21.1325,80.91,2023-06-06,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1742,2023-06-08,-12.07,21.1325,76.68,2023-06-07,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1743,2023-06-09,-16.3,21.1325,72.46,2023-06-08,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1744,2023-06-12,-20.53,21.1325,68.23,2023-06-09,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1745,2023-06-13,-24.75,21.1325,64.0,2023-06-12,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1746,2023-06-14,-28.98,21.1325,59.78,2023-06-13,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1747,2023-06-15,-33.21,21.1325,55.55,2023-06-14,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1748,2023-06-16,-37.43,21.1325,51.32,2023-06-15,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1749,2023-06-19,-41.66,21.1325,47.1,2023-06-16,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1750,2023-06-20,-45.89,21.1325,42.87,2023-06-19,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1751,2023-06-21,-50.11,21.1325,38.64,2023-06-20,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1752,2023-06-22,-54.34,21.1325,34.42,2023-06-21,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1753,2023-06-23,-58.57,21.1325,30.19,2023-06-22,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1754,2023-06-26,-62.79,21.1325,25.96,2023-06-23,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1755,2023-06-27,-67.02,21.1325,21.74,2023-06-26,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1756,2023-06-28,-71.25,21.1325,106.27,2023-06-26,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1757,2023-06-29,-75.47,21.1325,102.04,2023-06-27,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1758,2023-06-30,-79.7,21.1325,97.81,2023-06-28,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1759,2023-07-03,-83.93,21.1325,93.59,2023-06-29,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1760,2023-07-04,-88.15,21.1325,89.36,2023-06-30,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1761,2023-07-05,-92.38,21.1325,85.13,2023-07-03,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1762,2023-07-06,-96.6,21.1325,80.91,2023-07-04,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1763,2023-07-07,-100.83,21.1325,76.68,2023-07-05,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1764,2023-07-10,-105.06,21.1325,72.46,2023-07-06,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1765,2023-07-11,-109.28,21.1325,68.23,2023-07-07,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1766,2023-07-12,-113.51,21.1325,64.0,2023-07-10,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1767,2023-07-13,-117.74,21.1325,59.78,2023-07-11,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1768,2023-07-14,-121.96,21.1325,55.55,2023-07-12,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1769,2023-07-17,-126.19,21.1325,51.32,2023-07-13,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1770,2023-07-18,-130.42,21.1325,47.1,2023-07-14,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1771,2023-07-19,-134.64,21.1325,42.87,2023-07-17,,134132 - TUBO MECANICO  32 X  20  ST-52,Tubos
1772,2023-04-20,350.01,51.3125,350.01,2023-04-20,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1773,2023-04-24,339.75,51.3125,339.75,2023-04-24,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1774,2023-04-25,329.49,51.3125,329.49,2023-04-25,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1775,2023-04-26,319.22,51.3125,319.22,2023-04-26,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1776,2023-04-27,308.96,51.3125,308.96,2023-04-27,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1777,2023-04-28,298.7,51.3125,298.7,2023-04-28,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1778,2023-05-02,288.44,51.3125,288.44,2023-05-02,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1779,2023-05-03,278.17,51.3125,278.17,2023-05-03,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1780,2023-05-04,267.91,51.3125,267.91,2023-05-04,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1781,2023-05-05,257.65,51.3125,257.65,2023-05-05,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1782,2023-05-08,247.39,51.3125,247.39,2023-05-08,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1783,2023-05-09,237.12,51.3125,237.12,2023-05-09,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1784,2023-05-10,226.86,51.3125,226.86,2023-05-10,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1785,2023-05-11,216.6,51.3125,216.6,2023-05-11,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1786,2023-05-12,206.34,51.3125,206.34,2023-05-12,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1787,2023-05-15,196.07,51.3125,196.07,2023-05-15,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1788,2023-05-16,185.81,51.3125,185.81,2023-05-16,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1789,2023-05-17,175.55,51.3125,175.55,2023-05-17,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1790,2023-05-18,165.29,51.3125,165.29,2023-05-18,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1791,2023-05-19,155.02,51.3125,155.02,2023-05-19,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1792,2023-05-22,144.76,51.3125,144.76,2023-05-22,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1793,2023-05-23,134.5,51.3125,134.5,2023-05-23,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1794,2023-05-24,124.24,51.3125,124.24,2023-05-24,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1795,2023-05-25,113.97,51.3125,113.97,2023-05-25,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1796,2023-05-26,103.71,51.3125,103.71,2023-05-26,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1797,2023-05-29,93.45,51.3125,93.45,2023-05-29,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1798,2023-05-30,83.19,51.3125,83.19,2023-05-30,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1799,2023-05-31,72.92,51.3125,72.92,2023-05-31,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1800,2023-06-01,62.66,51.3125,62.66,2023-06-01,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1801,2023-06-02,52.4,51.3125,52.4,2023-06-02,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1802,2023-06-05,42.14,51.3125,257.65,2023-06-02,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1803,2023-06-06,31.87,51.3125,247.39,2023-06-05,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1804,2023-06-07,21.61,51.3125,237.12,2023-06-06,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1805,2023-06-08,11.35,51.3125,226.86,2023-06-07,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1806,2023-06-09,1.09,51.3125,216.6,2023-06-08,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1807,2023-06-12,-9.18,51.3125,206.34,2023-06-09,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1808,2023-06-13,-19.44,51.3125,196.07,2023-06-12,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1809,2023-06-14,-29.7,51.3125,185.81,2023-06-13,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1810,2023-06-15,-39.96,51.3125,175.55,2023-06-14,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1811,2023-06-16,-50.23,51.3125,165.29,2023-06-15,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1812,2023-06-19,-60.49,51.3125,155.02,2023-06-16,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1813,2023-06-20,-70.75,51.3125,144.76,2023-06-19,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1814,2023-06-21,-81.01,51.3125,134.5,2023-06-20,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1815,2023-06-22,-91.28,51.3125,124.24,2023-06-21,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1816,2023-06-23,-101.54,51.3125,113.97,2023-06-22,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1817,2023-06-26,-111.8,51.3125,103.71,2023-06-23,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1818,2023-06-27,-122.07,51.3125,93.45,2023-06-26,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1819,2023-06-28,-132.33,51.3125,83.19,2023-06-27,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1820,2023-06-29,-142.59,51.3125,72.92,2023-06-28,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1821,2023-06-30,-152.85,51.3125,62.66,2023-06-29,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1822,2023-07-03,-163.12,51.3125,52.4,2023-06-30,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1823,2023-07-04,-173.38,51.3125,257.65,2023-06-30,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1824,2023-07-05,-183.64,51.3125,247.39,2023-07-03,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1825,2023-07-06,-193.9,51.3125,237.12,2023-07-04,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1826,2023-07-07,-204.17,51.3125,226.86,2023-07-05,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1827,2023-07-10,-214.43,51.3125,216.6,2023-07-06,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1828,2023-07-11,-224.69,51.3125,206.34,2023-07-07,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1829,2023-07-12,-234.95,51.3125,196.07,2023-07-10,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1830,2023-07-13,-245.22,51.3125,185.81,2023-07-11,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1831,2023-07-14,-255.48,51.3125,175.55,2023-07-12,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1832,2023-07-17,-265.74,51.3125,165.29,2023-07-13,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1833,2023-07-18,-276.0,51.3125,155.02,2023-07-14,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1834,2023-07-19,-286.27,51.3125,144.76,2023-07-17,,"112150 - ACO TREF. RED. SAE-1045 - 1""",Aços
1835,2023-04-20,235.9,16.4825,235.9,2023-04-20,,"112525 - ACO TREF. RED. SAE-1020 - 5/8""",Aços
1836,2023-04-24,232.6,16.4825,232.6,2023-04-24,,"112525 - ACO TREF. RED. SAE-1020 - 5/8""",Aços
1837,2023-04-25,229.31,16.4825,229.31,2023-04-25,,"112525 - ACO TREF. RED. SAE-1020 - 5/8""",Aços
1838,2023-04-26,226.01,16.4825,226.01,2023-04-26,,"112525 - ACO TREF. RED. SAE-1020 - 5/8""",Aços
1839,2023-04-27,222.71,16.4825,222.71,2023-04-27,,"112525 - ACO TREF. RED. SAE-1020 - 5/8""",Aços
